context,next_word,probability
"('โค', 'รต', 'ใบ', 'เขว')",แกง,0.005281810187536445
"('ไม่', 'ได้')",แกง,0.009770869282863493
"('ลูก', 'นะ')",แกง,0.0060889565979285265
"('ไม่', 'ได้', 'ลูก', 'นะ')",แกง,0.006071423811618126
"('สิ', 'คะ')",แกง,0.0052171696869792615
"('ไม่', 'สิ', 'คะ')",แกง,0.005200164185699598
"('นั้น', 'โดน')",แกง,0.03056105270390985
"('บ่อย',)",แกง,0.007994505494505495
"('นั้น', 'โดน', 'บ่อย')",แกง,0.006165260312246898
"('ไม่', 'เลิก')",แกง,0.008798147574320275
"('ชั้น', 'เลย')",แกง,0.006988541471300093
"('ไม่', 'เลิก', 'ชั้น', 'เลย')",แกง,0.006980492274609922
"('อย่า',)",แกง,0.058276223110603466
"('แม่', 'เลย')",แกง,0.006972521606667948
"('อย่า', 'แม่', 'เลย')",แกง,0.006964628323851626
"('คะ', 'หยุด')",แกง,0.01054018445322793
"('น้อง', 'เปรี้ยวหวาน')",แกง,0.0051175676175676185
"('คะ', 'หยุด', 'น้อง', 'เปรี้ยวหวาน')",แกง,0.005102305102305103
"('อย่า', 'มา')",แกง,0.014793857684396498
"('นักอ่าน', 'นะ')",แกง,0.0050873305590286725
"('มา',)",แกง,0.01840127131470084
"('อย่า', 'มา', 'นักอ่าน', 'นะ')",แกง,0.0050799487419205735
"('ไทยรัฐ',)",แกง,0.007811898714692527
"('มาก', 'กก')",แกง,0.005062627707027891
"('ไทยรัฐ', 'มาก', 'กก')",แกง,0.005048205184817207
"('มาก',)",แกง,0.058412375790424576
"('เธอ',)",แกง,0.013067502986857826
"('ลูก', 'อ่า')",แกง,0.005031194196692093
"('เธอ', 'ลูก', 'อ่า')",แกง,0.005017165901620935
"('เฮีย', 'ค่า')",แกง,0.005000455000455001
"('อย่า', 'เฮีย', 'ค่า')",แกง,0.004986804986804987
"('นาง', 'แต่')",แกง,0.00936125358145694
"('หรือ', 'โดน')",แกง,0.02983826358826359
"('หรือ', 'ยังไง')",แกง,0.006749212555664169
"('หรือ', 'โดน', 'หรือ', 'ยังไง')",แกง,0.006742657327870004
"('ได้', 'ไม่')",แกง,0.02356009373001192
"('น้อง',)",แกง,0.02551870534797197
"('ได้', 'ไม่', 'น้อง')",แกง,0.017849911611410852
"('ทวิ', 'ต')",แกง,0.016957044243274547
"('ชั้น', 'มัน')",แกง,0.010224975627380808
"('มัน',)",แกง,0.012812210915818686
"('ทวิ', 'ต', 'ชั้น', 'มัน')",แกง,0.01021870170806341
"('จะ', 'จับ')",แกง,0.0067045126833780895
"('ตลอดจน', 'ล่าสุด')",แกง,0.004906231543362929
"('จะ', 'จับ', 'ตลอดจน', 'ล่าสุด')",แกง,0.004894056095154243
"('ล่าสุด', 'นี้')",แกง,0.006660993450624558
"('ตัวเอง', 'ละ')",แกง,0.004872502638697724
"('ล่าสุด', 'นี้', 'ตัวเอง', 'ละ')",แกง,0.004860733017267597
"('ไอ', 'จร')",แกง,0.0066184898631707146
"('กู', 'ละ')",แกง,0.004849158742251249
"('ไอ', 'จร', 'กู', 'ละ')",แกง,0.004843443346117144
"('จะ', 'ไม่')",แกง,0.024092654002160485
"('กู', 'ใช่')",แกง,0.004822671547470989
"('จะ', 'ไม่', 'กู', 'ใช่')",แกง,0.0048115648790272554
"('ออก', 'แนว')",แกง,0.009131577247711412
"('มาก', 'ทำไม')",แกง,0.00912613560389965
"('ทำไม',)",แกง,0.009910865874363328
"('ภาพ', 'เธอ')",แกง,0.010838382565654586
"('รต', 'จะ')",แกง,0.015879716429925472
"('จะ',)",แกง,0.020041237113402062
"('มี', 'ที่ไหน')",แกง,0.0065388597925118514
"('ตัวเอง',)",แกง,0.02003326898591202
"('มี', 'ที่ไหน', 'ตัวเอง')",แกง,0.014194124588226114
"('ใคร',)",แกง,0.009878863826232247
"('น้อง', 'พี')",แกง,0.004764693170490272
"('ใคร', 'น้อง', 'พี')",แกง,0.004754359656320441
"('พร้อม', 'ถูก')",แกง,0.008221187111075855
"('หรือ', 'อย่างไร')",แกง,0.00473490450963316
"('พร้อม', 'ถูก', 'หรือ', 'อย่างไร')",แกง,0.004724888935415251
"('มึง',)",แกง,0.00974300193050193
"('กุ', 'เหรอ')",แกง,0.0047107536636332445
"('มึง', 'กุ', 'เหรอ')",แกง,0.00470096701262522
"('ไม่', 'เคย', 'ลูก', 'นะ')",แกง,0.005503442249455183
"('หา',)",แกง,0.00960461793891656
"('พี่', 'กู')",แกง,0.00808192195328678
"('หา', 'พี่', 'กู')",แกง,0.008077298231745784
"('คน', 'รอ')",แกง,0.006372301018242297
"('อยู่', 'นะ')",แกง,0.004649625094735796
"('คน', 'รอ', 'อยู่', 'นะ')",แกง,0.004645102990691226
"('ไหน', 'ใคร')",แกง,0.008059142079760637
"('ไหน', 'ใคร', 'น้อง')",แกง,0.017060426868705535
"('มา', 'ตัวเอง')",แกง,0.014684558480178918
"('เป็นไปได้', 'หยุด')",แกง,0.009733229733229733
"('เถอะ', 'เห')",แกง,0.00461834686885374
"('เป็นไปได้', 'หยุด', 'เถอะ', 'เห')",แกง,0.004609658167640797
"('ว่า', 'จะ')",แกง,0.014603537946056991
"('กัน',)",แกง,0.016943629846855653
"('ว่า', 'จะ', 'กัน')",แกง,0.012135368148026376
"('เลย', 'นะ')",แกง,0.004596857020658028
"('อย่า', 'เลย', 'นะ')",แกง,0.00459265049718142
"('คน', 'รุม')",แกง,0.0062977841018713844
"('ต้าว', 'เสือ')",แกง,0.004575423662108721
"('คน', 'รุม', 'ต้าว', 'เสือ')",แกง,0.004567215907422093
"('จะ', 'ถูก')",แกง,0.007946982685658644
"('มั้ย', 'นะ')",แกง,0.004559122149328336
"('จะ', 'ถูก', 'มั้ย', 'นะ')",แกง,0.00455511727940651
"('ไม่', 'โดน')",แกง,0.028351268278672997
"('ไป', 'พร้อมกัน')",แกง,0.004538378765182889
"('ไม่', 'โดน', 'ไป', 'พร้อมกัน')",แกง,0.004530559820662209
"('อย่า', 'น้อง')",แกง,0.01759948323441321
"('เกินไป', 'แล้ว')",แกง,0.0053533588078388365
"('ชง', 'เน้น')",แกง,0.00619372256428094
"('แต่', 'ชอบ')",แกง,0.007830961767310176
"('ชง', 'เน้น', 'แต่', 'ชอบ')",แกง,0.00782719554430458
"('นิว',)",แกง,0.006753994480972984
"('พี่', 'ทำไม')",แกง,0.007848833935790459
"('นิว', 'พี่', 'ทำไม')",แกง,0.007845117845117846
"('อันนี้',)",แกง,0.006742808798646362
"('อันนี้', 'มาก')",แกง,0.03796280851326723
"('ก็', 'ชอบ')",แกง,0.007816047023713262
"('ก็', 'ชอบ', 'น้อง')",แกง,0.01665351696886316
"('ง', 'ชอบ')",แกง,0.007769278013577689
"('พอ', 'ใส่')",แกง,0.004449254449254449
"('ง', 'ชอบ', 'พอ', 'ใส่')",แกง,0.004442272184207668
"('ต', 'นาง')",แกง,0.01184152813136611
"('มาก', 'แล้ว')",แกง,0.005270769439535183
"('แจก', 'ไม่')",แกง,0.02272261039482325
"('อย่า', 'มา', 'กัน')",แกง,0.011757669730573949
"('เอา', 'มา')",แกง,0.013429309494626963
"('แรง',)",แกง,0.01874416433239963
"('ติ่ง', 'โดน')",แกง,0.02777747763484972
"('ให้', 'ตี')",แกง,0.004410068270379289
"('ติ่ง', 'โดน', 'ให้', 'ตี')",แกง,0.004403475638963423
"('คนใจร้าย', 'คอย')",แกง,0.00853568273243355
"('แต่', 'จะ')",แกง,0.014104037103809157
"('แต่', 'จะ', 'กัน')",แกง,0.011683000112538136
