date,content,username
2023-03-30 14:32:40+00:00,ทุกคนค้ะเพลง oh my gosh - xikers ดือมาก ไปฟังกันเยอะๆนะคร้ะ😔🤟🏻,yoongkhoww
2023-03-30 14:31:02+00:00,คิดแบบอยากรู้ว่าตัวเองมีค่ากับชีวิตคนอื่นแค่ไหน ต้องเป็นวันที่ตายหายไปจากโลกอ่ะ แล้วก็ดูว่าจะมีใครสักคนมั้ยที่นึกถึงเรา ถ้าไม่มาก็เท่ากับว่าชีวิตของแกไม่ได้สำคัญไรกับใครทั้งนั้นตัวคนเดียวโดดเดี่ยวไอ้เหี้ย แค่คิดก็แบบโลกนี้น่าเส้ากับกุจังวะเหมือนแบบสักเศษเสี้ยวความทรงจำยังไม่มีใคร,onnsep
2023-03-30 14:30:38+00:00,ถ้าน้องเป้กบั้มนี้โปรโมทเหมือนรอบก่อนก็น่าจะ 3 สัปดาห์มั้ย ถ้าจำไม่ผิด และคิดว่าซออ.น่าจะคัมต่อน้องเป้กแน่นอน ซึ่งอาจจะคัมกลางๆดือนมิถุนา หรือ ก็ต้นเดือนกรกฏาแน่ๆ  เพราะยังเหลือพี่สาวยุนฮากับซอกฮุนแซมที่ยังไม่คัมแบค  พส.ยุนฮาอาจจะปลายปีเพื่อไต่ชาร์ตและเก็บรางวัลปลายปีอีก,Fah_xoxo
2023-03-30 14:28:46+00:00,อันนี้ตลก กูต้องไปทัน 40 คนแรกเพื่อเอาอิหยางไหม ยังไงซิ้555555,hotvanillaa
2023-03-30 14:28:12+00:00,ซีนนี้ดีมากเลยอ่าาา พี่โบว์เล่นดือมาก #ใต้เงาตะวันep2,pakporsarang
2023-03-30 14:27:16+00:00,"โอ้โหห ดือไม่ไหวววว
#BvlgariXZeeNuNew https://t.co/orQQ9F6lDx",benlyy3
2023-03-30 14:26:29+00:00,ว้ายยยยยยยยยยยยยยยยยยยยยยยยยยยยยย อิจๆๆ,hotvanillaa
2023-03-30 14:25:14+00:00,กูอิ่มละมีแจกทั้งไอติม โดนัท ขนมถ้วย ขนมอื่นๆ,hotvanillaa
2023-03-30 14:24:31+00:00,ชอบไบร์ทถือแก้วไวน์ ไวบ์มันดืออ!!!,Jajaoakyp
2023-03-30 14:24:30+00:00,@BLACKPINK พิ้ซูเสื่อเขียวกับเพชนใต้ตาคือดือมาก,iamseo_seo_
2023-03-30 14:23:45+00:00,มุมข้างที่ดือ #TomIsara https://t.co/uxS9TFeLht,longdopizza
2023-03-30 14:23:35+00:00,"โห้รูปนี้บาดลึกลงไปกลางใจฉันเลย

LALISA CELINE GIRL
#LISAatCelinePopUp
#LISAXCELINE https://t.co/OHRspgHfg9",lilyforlisa
2023-03-30 14:21:27+00:00,น่ารักๆๆๆๆ,hotvanillaa
2023-03-30 14:21:00+00:00,@soGGboys ร้านนี้ดือออ,hiamericano
2023-03-30 14:20:11+00:00,คือดือนะ #wwkzt,thongdxng
2023-03-30 14:18:34+00:00,@SparklingLai ขอบคุณนะคะที่มาโดนป้ายยาด้วยกันตลอดๆ💞 กระเป๋าทนแน่น้อนนนน แบรนด์เค้าดือสมกับที่ท่านผกกเลือกใช้😆😆😆😆😆 เสือน้อยใช้เลยค่าเดี๋ยวมีให้อีกกกก,pkuanloveaimu
2023-03-30 14:18:07+00:00,สู่ขิตในวันที่ดือไม่ใช่อาฉายนะคะแต่เป็น 3plus 🥹 #ใต้เงาตะวันep2,pprksp
2023-03-30 14:14:30+00:00,@kittyxty มันดือออออ,talachhh
2023-03-30 14:13:17+00:00,ซนมากค่า,hotvanillaa
2023-03-30 14:12:52+00:00,"เอาจริงวงดารนี้ต้องตามติดจริงๆยิ่งกับแบรนด์​นี้คือไม่รู้อะไรเลยต้องวงในมาบอกๆกัน​ นี่ก็พึ่งรู้แท็กไม่รู้อะไรเลยจริงๆ

LALISA CELINE GIRL
#LISAatCelinePopUp
#LISAXCELINE",lilyforlisa
2023-03-30 14:12:20+00:00,"ตุ๊กตาน่ารักแบบนี้หาซื้อได้ที่ไหน หุ่นคือดือออออ

LALISA CELINE GIRL
#LISAatCelinePopUp
#LISAXCELINE https://t.co/qbWF3eohLf",Kkkkkm34092438
2023-03-30 14:11:54+00:00,@fahaf___ ดือมากกก 🤩🤩,pinkboylover
2023-03-30 14:11:13+00:00,อมกก ดือมากกก,leewnin
2023-03-30 14:11:11+00:00,เคนนุหล่อสัส 41แล้วยังดูดือ,mcco3c
2023-03-30 14:10:15+00:00,ไม่สนใจวัน 31 หน่อยเบอ แงๆๆ น่ารักๆๆ,hotvanillaa
