date,content,username
2023-03-30 13:09:41+00:00,ลนช.ขายขำเว่อ แก้ตัวอุบาทสุดๆ เหมือนผลักประเด็นให้อีทีม1 แร้วคอนเด่กหลงปะเทดอื่นทำไมเขาถึงมีป้ายได้ เหมนกลิ่นบูด,laxyzomeday
2023-03-30 13:07:52+00:00,@Ordinary140698 บูดจริง ถ้ายังรักกันดีจะเลิกเพื่อ? คุกคามบุกรุก เอาอะไรมาดีก่อน,Mollylinnn
2023-03-30 13:07:48+00:00,ข้างนึงฟังเพลงเพราะๆจากริโอะริกกะ อีกข้างนึงฟังเสียงคุคุอักเซลโอกะกรีดร้องกับกาชาแกงบูด,pankoyade
2023-03-30 13:05:43+00:00,พ่อกับแม่มาหาด้งยอารมบูดมาก ทะเลาะกันก่อนมาหากุ กุแบบ นุผิดอะไร มำไมต้องลงที่นุ🥹🥹🥹🥹🥹,blanketpony
2023-03-30 13:05:06+00:00,กริ๊ดดดดดดดดดดดดดดดดดดดดดดดดด,XoLY_EE
2023-03-30 13:04:51+00:00,ริคกี้ติดทอป9เหรอ 😭,XoLY_EE
2023-03-30 13:01:53+00:00,เมื่อวานมีแค่ม้าคที่น่ารัก ที่หล่อ ที่สดใส จบที่เหลือบูดดดด,xnchacix
2023-03-30 13:00:12+00:00,"เพราะเป็นแบบนี้ไง หนังไทยเลยไมาไปไหน เศร้าเหมือนกันนะ ทั้งที่นักแสดงที่ดีไม่ใช่แค่ขายหน้าตา ผู้กำกับเก่ง นักเขียนมือทองและคนเบื้องหลังต่างๆ เค้าตั้งใจกันทำงานมากแต่คนที่ควบคุมวงการหนังไทยคือพวกนายทุนคนมีอายุผู้ใหญ่ในประเทศที่พาวงการหนังไม่พัฒนาอยู่กับของเดิมๆจนบูด
#แบนสุพรรณหงส์",ingon_sin
2023-03-30 12:59:45+00:00,แล้วเป็นสื่อเอาเหตุอาชญากรรมมาเขียนเป็นแนวโรแมนติก แทนที่จะเอ๊ะซักนิด บูดไม่ไหว,1JD2TSBRE
2023-03-30 12:58:23+00:00,บูดจ้า ไม่แก้ตัวเนอะ งานระดับใหญ่ขนาดนี้ไม่เตรียมการล่วงหน้าหรอ ซื้อแอดตามรถไฟฟ้าด้วยนะอย่าลืม ภาพก็ภาพเดียวกันอะ สภาพ,machimaro_natt
2023-03-30 12:52:54+00:00,ปฏิเสธไปดีละ บูดเกิน,ssupers0nic
2023-03-30 12:52:37+00:00,สัด ตระกูลกูห้ามใครเล่นการเมืองเด็ดขาด มันบูด,ssupers0nic
2023-03-30 12:51:33+00:00,อ่อมมาก บูดจ้า เปลี่ยนที่จัดเนอะ @SMTrueThailand #ลัฟวี่ไม่เอาธันเดอร์โดม,kornistic
2023-03-30 12:51:24+00:00,ขนมแบบจองวอนนี่ขนมสดแบบฟาร์มเฮ้ารึป่าวถึงไทยทันมั้ยขนมบูดก่อนแน่ หรือมันมีแบบไม่สดด้วย🥺,cherrydayyy
2023-03-30 12:51:02+00:00,บูดค่า,machimaro_natt
2023-03-30 12:50:59+00:00,ใครบูดก็ด่ามันไปเถอะบางอย่างก็ไม่ต้องเอาด้อมมาโยงหมดก็ได้ ไม่โง่เห็นอยู่ด้อมเดียวกันละไหลแห่ไปปกป้อง,lluneynene
2023-03-30 12:50:48+00:00,"เงี่ยนจนแฉะอยากเสร็จ😋🆔 bammmy20
 #เงี่ยน #คอลเสียว #โชว์หี #โชว์นม https://t.co/pYed44KBpy",BaemBud97694
2023-03-30 12:42:56+00:00,จะไม่มีวันมีผัว!!!!! ครอบครัวไทย-จีน คือ บูด!!!! กูนอนให้หนอนแดกตายดีกว่า,ompiang_
2023-03-30 12:42:39+00:00,"#ใครไม่จ้นเราจ้น
+14 
ผมก็ล้มสะบัดไปเลยสิครับ มัวแต่ยุ่งจ่ายตังค่าของอยู่เลยไม่ได้จ้อง แต่อย่างน้อยมันก็รักอีกรอบนึง🥹🥹🥹 ฮรึกฟืดดด แล้วรอบนี้ผมก็ไม่บูดด้วย ดีใจฝุดๆ ขอบคุณมากๆเลยนะค้าบผมมีพี่จีนนี่สมทบทุนซื้อการ์ดเพิ่ม55555555ดีเย่มสุบๆไปเลอะค้าบ ขอให้พี่จีนนี่มีความสุขมากๆนะคะ https://t.co/msW242p648",mhai__m
2023-03-30 12:42:12+00:00,@peachplease94 จิง หนูเปนผชก็ไม่เอาจ้า บูดดดดค่ะ,jesuisenroute
2023-03-30 12:41:23+00:00,น้องฮันฝากมาบอกว่าบูดดดดดดดดดดด🤭🤢🤮 https://t.co/PzyuOImo0D,bbee_mono
2023-03-30 12:38:38+00:00,อย่ามาดูถูกวงกูเกินค่ะ อยากได้เงินแฟนคลับเค้าแต่ไม่ฟังความเห็นไม่พิจารณาอะไรให้ดีสักอย่าง บูดค่ะ #ลัฟวี่ไม่เอาธันเดอร์โดม,wwrvvj
2023-03-30 12:38:08+00:00,กูเซ็งมาก วันประกาศคอนแท้ๆแต่กูบูดสุดๆ บูดทั้งสเกลคอนทั้งอีมบช เพิ่งรู้ว่าแม่งหมดเดือน6เนี่ย ทุเรศ,whalesharkxmm
2023-03-30 12:35:59+00:00,"ส่งต่อคับ 100 บาทรวมส่ง
ลายเซ็นพี่วินค้าบ
สนใจทักได้เลยนะค้าบ🌟🤍
#ตลาดนัดรุกกี้ #ตลาดนัดหมูยอ #ตลาดนัดบอนซ์วิน https://t.co/FJBaGQ9SeP",mmmilklovely
2023-03-30 12:32:35+00:00,บูดนะ,Supernikllibb
2023-03-30 12:31:48+00:00,ไม่ค่อยได้หวีดเลยอะ ฟังเพลงเงียบๆรอดูatlasatplay ละกัน อารมณ์บูดเกิน หวีดไม่ไหว😞,alisallforatlas
