date,content,username
2017-07-02 18:31:08+00:00,เจอผู้ชายเจ้าชู้ ผู้ชายเหยียบเรือสองแคม ยังไม่สู้หัวโปกที่จกตา #นอยด์ #แคปชั่นเด็ด #แคปชั่นเสี่ยว #หัวโปก #แคปชั่นโดนๆ #จกตา 😜,puriku_beauty
2017-06-26 03:35:00+00:00,โดนจกตาจนชิน 😂 #นกบวกนก #จกตา,puriku_beauty
2017-06-22 08:12:57+00:00,"ทดได้บ่ ทดเวลาอีกแหน่ได้บ่ #อีกสักเพลงไหมนักเรียน
#ให้โอวาทสักหน่อย
#จกตา https://t.co/tbOPM876Zx",konkotlnw
2017-05-19 06:18:28+00:00,ผงเผือกของแท้ 150 บาท ราคานี้เท่านั้น! ต่ำกว่านี้โครตปลอม #จกตา😏,Mizme_byfern
2017-04-07 04:07:16+00:00,พีคจริง #จกตา https://t.co/45LLYzu2n1,Tharonwii
2017-03-09 04:39:31+00:00,คุมงานครับ #jobfair #ยปออกาไนซ์ #จกตา 😜 @ หอประชุมใหญ่มหาวิทยาลัยเชียงใหม่ https://t.co/x9tX911BWS,BestWora
2017-03-06 15:28:49+00:00,"กรี๊ดด EP9 มาสักที ใครจะได้เข้า Top3 น้า ส่วนตัวเชียร์ ชิชิ ราชนีของถูก  #จกตา 555555
Rupaul's Drag Race Ss 8 EP.9 https://t.co/XnNBKvCx9d",Jeya_Ex
2017-02-04 03:32:35+00:00,"เจ็บไหม อีควายยยยยยยยย
#จกตา",Tharonwii
2017-01-27 13:45:09+00:00,วันนี้อิเด๋อพามาเที่ยวงานฤดูหนาวเเถวบ้าน พร้อมมาฝากตัวเป็นลูกสะไภ้คุณเเม่ #จกตา กรู้ววววว @Jew_Phongphat https://t.co/842d7ZVC5K,MODMOJO1
2017-01-08 11:43:28+00:00,"รุกอะไร คิ้วปลิง คอนแทคลายนางเสือ ยอมแล้ว5555555.
#จกตา",TarNawapon
2016-12-26 15:50:07+00:00,ไม่รู้จะสรรหาคำพูด คำเขียนใดใด ของตอนจบบัลลังหงษ์ #กั๊ดอก #จกตา,PloyPat01
2016-10-29 14:31:28+00:00,คนที่มาเห็นค่าในวันที่สายไปนี่น่าสมน้ำหน้าเนอะ #แบะปาก #มองบน #จกตา #ฟูลเทิร์น #บาย,Athitf
2016-10-23 06:21:36+00:00,คนเดี๋ยวนี้ทำไมลงรูปโคตรจกตา ไม่เหมือนตัวจริงแบบสุด #จกตา #อภินิหารมุมกล้อง,auntiecanteen
2016-10-02 03:56:53+00:00,"ซิมหยั่งมีหลายค่าย.. นับประสาหยั่งกับคนเจ้าชู้ มันสิบ่หลายใจ. :/
.
(คนคิดแคปชั่นกะคือกัน.. #จกตา "")",Noch_so_good
2016-09-07 11:36:57+00:00,แม่นอยู่ดี #ตาหลุด #ตาแตก #จกตา https://t.co/QsaiGH0cis,Martineynb
2016-04-24 04:56:22+00:00,มีคนใช้ดิสสีชมพูแนวพาสเทลบน TL 3 คน T w T #จกตา,piploychu
2016-04-21 11:16:36+00:00,หลอกลวง #จกตา https://t.co/cGVkrZFOjK,meawmeawcoffee
2016-03-24 12:05:09+00:00,นางก็ยังใช้ชีวิตเป็นปกติสุขได้เนาะ หลอกเพื่อนหลอกที่บ้านขนาดนั้น หลักฐานที่พวกกูเจอก็เห็นชัดว่ามันเป็นไปไม่ได้ #จกตา,opalm_ts
2016-02-05 11:10:06+00:00,"https://t.co/Uu6DHC6Au4
ชอบเพลงนี้มากก
เลยเล่นส่ะ #จกตา",panyapon_na
2016-01-16 03:52:29+00:00,เป็นคนที่เข้มแข็ง #จกตา,khunpop_pk
2016-01-04 17:14:22+00:00,#จกตา. อื้อหื้อ󾆐󾭙󾭛 — รู้สึกปวดร้าวว ก่อน นอน,wipaprononsin
2015-11-28 11:54:35+00:00,ซาลาเปาไส้ไก่สับ #จกตา https://t.co/GPj5LuqjNb,hobbyburn
2015-11-19 18:29:05+00:00,"แป๊ะๆๆ ๆ.  ๆ ๆ. 
#จกตา ( ไหม )",ipotzahahaha
2015-11-14 10:56:14+00:00,"สรุปแต่งหน้า ใส้ชุดเสร็ด ไม่ได้ไปค่ะ!  งงค่ะ  พูดไปพูดมา! พูดดีให้มันรู้เรื่องได้ไหมค่ะ?
#จกตา",jesadorn_2012je
2015-09-25 13:20:21+00:00,หลอกลวงอ้ะ555555555 #จกตา http://t.co/dQbzK3K96a,Barbieieieieiei
2015-09-20 12:32:06+00:00,กฏของการอยู่กับเด็ก คือต้องทำตัวเป็นเด็ก 555 😜👦👶 #จกตา https://t.co/41Bu8LrAHp,guunn42_
2015-09-14 13:23:31+00:00,เบื้องหลังของภาพ #จกตา #สายเหลือง #novodevilsondabeach2015 Cr. by @chompoolicious https://t.co/E36lQ7FbXZ,nashanoke
2015-08-22 03:01:26+00:00,สังคมดีไม่มีไรต้องอวดกัน #จกตา,forfanforfah
2015-08-08 17:16:41+00:00,โฮวววววว #แว่บแรกเห็นไอ้สีชมพูเป็นเสื้อใน #จกตา,View_View22
2015-06-30 05:30:15+00:00,เผือกเรื่องน้องตัวเองนี่มันสนุกดีจริมๆ 😂😂😂 #ไหนบอกว่าไม่มีแฟน #จกตา,sandchareeya
2015-06-14 05:30:23+00:00,การไปเที่ยวของพี่ทำให้พี่พลาด!!!! โฮกกกกกกกกกกกก #จกตา https://t.co/KFlt8RGtQY,le_chocola
2015-06-08 02:51:18+00:00,อันยอง..เช้าวันจันทร์นะครัช วันนี้พี่มีสอนนะ #จกตา #ง่วง #ตาเล็กหรือตาปรือ #ตาเล็กหรือจะหลับอ่ะไอ้ตี๋… https://t.co/N7SHtXG9Bj,HanJiiOppa
2015-06-02 11:13:25+00:00,ใสใสวัยรุ่นชอบ!! อ.อันยอง  😋 #เปิดเทอมใหม่ครัชชชช #จกตา #ขอบคุณที่รักกัน @ พื้นที่ส่วนตัวของ Hanjii… https://t.co/MBxuqP8eCD,HanJiiOppa
2015-06-02 01:30:00+00:00,Freshy !! 👱🏻 นักศึกษาหรืออาจารย์ เอ๊ะ..หรือภารโรง #เปิดเทอมใหม่ครัชชชช #จกตา #ตาหายไปไหน https://t.co/3NWBxViB74,HanJiiOppa
2015-05-25 14:33:03+00:00,ครูมนิสาค่ะ พวกหนู5/4ไม่อยากไปเลยค้ะ พวกหนูอยากเรียนกับครูมากๆเลยค่ะ แต่รองวีให้พวกหนูไป คิดถึงครูนะค่ะ #จกตา #RNfact,CSisamut
2015-05-22 16:26:36+00:00,"ไปถนนคนเดิน แต่เพื่อนๆสุดที่รัก
เช็คอินคอนเนอร์ และแท็กกูค่ะ #จกตา",Khunnjesthee
2015-05-02 17:45:26+00:00,รู้สึกสัสมากเลยรู้ว่าพวกมึงคิดอะไรกันอยู่แต่ทำห่าอะไรไม่ได้ #แกล้งโง่มันดี #ดูคนตอแหล #จกตา,Narintip_Pae
2015-03-16 14:17:54+00:00,เตนล์ใส่คอนแทคด้วยอ่ะ555555555 #จกตา,yokmiew
2015-03-14 09:44:01+00:00,ตัวคนเดียวมา2เดือนละ ชิลๆ #จกตา,Superjane_np
2015-03-08 06:27:50+00:00,#จกตา มากค่ะ http://t.co/ECgR3B98Zf,nanalovesinj
2015-02-22 01:56:58+00:00,แค่เปิดออกไปว่ารักเจ็บยิ่งนักเหมือนไม่เหลือใคร... #จกตา http://t.co/n1QfbrZsOe,PhettyH
2015-02-18 11:45:42+00:00,อย่านอนดึกนะครับพักผ่อนเยอะๆ - ค่ะหมอ 😊👌 #จกตา กินยาให้หมดด้วยนะครับ - จย้า 😌👌 #จกตา,khunpop_pk
